Brand,Model Name,Model Image,Technology,2G bands,Status,SIM,Resolution,OS,Internal,Video,,
samsung,Samsung Galaxy Fold,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-fold.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900,"Coming soon. Exp. release 2019, Q2","Nano-SIM, Electronic SIM card (eSIM)Nano-SIM - 5G model",1536 x 2152 pixels (~362 ppi density),Android 9.0 (Pie),"512 GB, 12 GB RAM","2160p@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10",,
samsung,Samsung Galaxy Watch Active,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-watch-active.jpg,No cellular connectivity,N/A,"Available. Released 2019, April",No,"360 x 360 pixels, 1:1 ratio (~302 ppi density)",Tizen-based wearable OS 4.0,"4 GB, 768 MB RAM",,,
samsung,Samsung Galaxy A2 Core,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a2-core-sm-a260f.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2019, April","Dual SIM (Micro-SIM, dual stand-by)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 8.0 Oreo (Go edition),"8/16 GB, 1 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy M30,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m30-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2019, March","Dual SIM (Nano-SIM, dual stand-by)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI","128 GB, 6 GB RAM or 64 GB, 4 GB RAM","2160p@30fps, 1080p@30fps",,
samsung,Samsung Galaxy M20,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m20-m205f.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2019, February","Dual SIM (Nano-SIM, dual stand-by)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI","64 GB, 4 GB RAM or 32 GB, 3 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy M10,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m10-m105f.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2019, February","Dual SIM (Nano-SIM, dual stand-by)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI","32 GB, 3 GB RAM or 16 GB, 2 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy A80,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a80-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2019, May","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Android 9.0 (Pie), One UI,"128 GB, 8 GB RAM","2160p@30fps, 1080p@30/60fps (gyro-EIS), 720p@480fps",
samsung,Samsung Galaxy A70,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a70.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2019, April","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Android 9.0 (Pie), One UI,"128 GB, 6/8 GB RAM","2160p@30fps, 1080p@30/240fps",
samsung,Samsung Galaxy A60,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a60-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Coming soon. Exp. release 2019, June","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",Android 9.0 (Pie), One UI,"128 GB, 6 GB RAM","2160p@30fps, 1080p@30fps",
samsung,Samsung Galaxy A50,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a50-sm-a505f-ds.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2019, March","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Android 9.0 (Pie),"128 GB, 6 GB RAM or 64 GB, 4 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy A40,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a40.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2019, April","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 2340 pixels, 19.5:9 ratio (~437 ppi density)",Android 9.0 (Pie),"64 GB, 4 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy A30,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a30.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2019, March","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Android 9.0 (Pie),"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy A20e,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a20e.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),"Available. Released 2019, May","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1560 pixels, 19.5:9 ratio (~296 ppi density)",Android 9.0 (Pie), One UI,"32 GB, 3 GB RAM",1080p@30/60fps,
samsung,Samsung Galaxy A20,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a20.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),"Available. Released 2019, April","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)",Android 9.0 (Pie), One UI,"32 GB, 3 GB RAM",1080p@30fps,
samsung,Samsung Galaxy A10,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a10.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),"Available. Released 2019, March","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",Android 9.0 (Pie),"32 GB, 2 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy Tab S5e,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s5e-sm-t725.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2019, April",Nano-SIM,"1600 x 2560 pixels, 16:10 ratio (~288 ppi density)",Android 9.0 (Pie), One UI,"128 GB, 6 GB RAM or 64 GB, 4 GB RAM",2160p@30fps,
samsung,Samsung Galaxy Tab A 10.1 (2019),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a-101-2019.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2019, April",Nano-SIM,"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Android 9.0 (Pie), One UI,"32 GB, 2 GB RAM",1080p@30fps,
samsung,Samsung Galaxy Tab A 8 (2019),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a-s-pen-sm-p205.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2019, April",Nano-SIM,"1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Android 9.0 (Pie), One UI,"32 GB, 3 GB RAM",1080p@30fps,
samsung,Samsung Galaxy Tab Advanced2,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-advanced2-sm-t583.jpg,No cellular connectivity,N/A,"Available. Released 2018, December",No,"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Android 8.0 (Oreo),"32 GB, 3 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy Tab A 8.0 (2018),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-taba-t387-sm-t387.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2018, September",Nano-SIM,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Android 8.1 (Oreo),"32 GB, 2 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy Tab S4 10.5,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s4-2018-r.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2018, August",Nano-SIM,"1600 x 2560 pixels, 16:10 ratio (~287 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI","64/256 GB, 4 GB RAM or 6 GB RAM (Korea only)",2160p@30fps,,
samsung,Samsung Galaxy Tab A 10.5,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a-105-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2018, August",Nano-SIM,"1200 x 1920 pixels, 16:10 ratio (~216 ppi density)",Android 8.1 (Oreo),"32 GB, 3 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy A8s,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8s-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, December","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Android 9.0 (Pie), One UI,"128 GB, 6/8 GB RAM",1080p@30fps,
samsung,Samsung Galaxy A6s,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a6s-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2018, November","Hybrid Dual SIM (Nano-SIM, dual stand-by)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Android 8.0 (Oreo),"64/128 GB, 6 GB RAM","2160p@30fps, 1080p@30fps",,
samsung,Samsung Galaxy A9 (2018),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a9-2018.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2018, November","Dual SIM (Nano-SIM, dual stand-by)","1080 x 2220 pixels, 18.5:9 ratio (~393 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","64/128 GB, 6/8 GB RAM","2160p@30fps, 1080p@30fps",,
samsung,Samsung Galaxy A7 (2018),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a7-sm-a750f.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, October","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 2220 pixels, 18.5:9 ratio (~411 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","128 GB, 4/6 GB RAM or 64 GB, 4 GB RAM","1080p@30fps (gyro-EIS), 1080p@240fps, 720p@960fps",,
samsung,Samsung Galaxy Note9,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note9-r1.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, August","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","1440 x 2960 pixels, 18.5:9 ratio (~516 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI","512 GB, 8 GB RAM or 128 GB, 6 GB RAM","2160p@60fps, 1080p@240fps, 720p@960fps, HDR, dual-video rec.",,
samsung,Samsung Galaxy Watch,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-watch-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2018, August",Electronic SIM card (eSIM),"360 x 360 pixels, 1:1 ratio (~278 ppi density)",Tizen-based wearable OS 4.0,"4 GB, 1.5 GB RAM (LTE model)4 GB, 768 MB RAM (BTT model)",,,
samsung,Samsung Galaxy J6+,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j6-plus-sm-j610f.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),"Available. Released 2018, October","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1480 pixels, 18.5:9 ratio (~274 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI","64 GB, 4 GB RAM or 32 GB, 3 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy J4 Core,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j4-core-sm-g410g.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2018, November","Dual SIM (Nano-SIM, dual stand-by)","720 x 1480 pixels, 18.5:9 ratio (~274 ppi density)",Android 8.1 Oreo (Go edition),"16 GB, 1 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy J4+,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j4-plus-sm-j415f.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2018, October","Dual SIM (Nano-SIM, dual stand-by)","720 x 1480 pixels, 18.5:9 ratio (~274 ppi density)",Android 8.1 (Oreo),"32 GB, 2/3 RAM or 16 GB, 2 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy J2 Core,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-core.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2018, August","Dual SIM (Micro-SIM, dual stand-by)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 8.1 Oreo (Go edition),"8 GB, 1 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy On6,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-on6-2018.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2018, July","Dual SIM (Nano-SIM, dual stand-by)","720 x 1480 pixels, 18.5:9 ratio (~294 ppi density)",Android 8.0 (Oreo),"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy J7 (2018),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-2018.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2018, July",Nano-SIM,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 8.0 (Oreo),"16/32 GB, 2 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy J3 (2018),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j3-2018.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, June","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 8.0 (Oreo),"16 GB, 2 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy A8 Star (A9 Star),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-a9-star.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2018, June","Hybrid Dual SIM (Nano-SIM, dual stand-by)","1080 x 2220 pixels, 18.5:9 ratio (~392 ppi density)",Android 8 (Oreo),"64 GB, 4/6 GB RAM","2160p@30fps, 1080p@30fps",,
samsung,Samsung Galaxy S Light Luxury,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-light-luxury.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2018, May","Hybrid Dual SIM (Nano-SIM, dual stand-by)","1080 x 2220 pixels, 18.5:9 ratio (~426 ppi density)",Android 8.0 (Oreo),"64 GB, 4 GB RAM",2160p@30fps,,
samsung,Samsung Galaxy J8,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j8-j800.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2018, July","Dual SIM (Nano-SIM, dual stand-by)","720 x 1480 pixels, 18.5:9 ratio (~274 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","64 GB, 4 GB RAM or 32 GB, 3 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy J6,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j6-j600.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2018, May","Dual SIM (Nano-SIM, dual stand-by)","720 x 1480 pixels, 18.5:9 ratio (~293 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); One UI","64 GB, 4 GB RAM or 32 GB, 3 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy J4,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j4-j400.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2018, May","Dual SIM (Micro-SIM, dual stand-by)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 8.0 (Oreo),"16/32 GB, 2 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy A6+ (2018),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a6-plus-2018-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, May","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 2220 pixels, 18.5:9 ratio (~411 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); One UI","64 GB, 4 GB RAM or 32 GB, 3/4 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy A6 (2018),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a6-2018-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, May","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1480 pixels, 18.5:9 ratio (~294 ppi density)",Android 8.0 (Oreo),"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy J7 Duo,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-duo-sm-j720f.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, April","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 8.0 (Oreo),"32 GB, 4 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy J7 Prime 2,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-prime2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, April","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie)","32 GB, 3 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy S9+,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s9-plus-blue.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, March","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","1440 x 2960 pixels, 18.5:9 ratio (~529 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","64/128/256 GB, 6 GB RAM - China128 GB, 6 GB RAM - LATAM","2160p@60fps, 1080p@240fps, 720p@960fps, HDR, dual-video rec.",,
samsung,Samsung Galaxy S9,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s9-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, March","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","64/128/256 GB, 4 GB RAM","2160p@60fps, 1080p@240fps, 720p@960fps, HDR, dual-video rec.",,
samsung,Samsung Galaxy J2 Pro (2018),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-2018-sm-j250-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2018, January","Dual SIM (Micro-SIM, dual stand-by)","540 x 960 pixels, 16:9 ratio (~220 ppi density)","Android 7.1 (Nougat), planned upgrade to Android 8.0 (Oreo)","16 GB, 1.5 GB RAM or 2 GB RAM (India only)",1080p@30fps,,
samsung,Samsung Galaxy A8+ (2018),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-plus-a730f.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, January","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 2220 pixels, 18.5:9 ratio (~411 ppi density)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","64 GB, 6 GB RAM or 32 GB, 4 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy A8 (2018),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-a530f.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, January","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 2220 pixels, 18.5:9 ratio (~441 ppi density)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie); One UI","32/64 GB, 4 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy J2 (2017),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-2017-j200g.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2017, October","Dual SIM (Micro-SIM, dual stand-by)","540 x 960 pixels, 16:9 ratio (~234 ppi density)",Android 7.0 (Nougat),"8 GB, 1 GB RAM",720p@30fps,,
samsung,Samsung Galaxy Tab Active 2,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-active2.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900,"Available. Released 2017, November",Nano-SIM,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Android 7.1.1 (Nougat),"16 GB, 3 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy Tab A 8.0 (2017),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a-8-0-2017-t385-sm-t385.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2017, September",Nano-SIM,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)","Android 7.1 (Nougat), upgradable to Android 8.1 (Oreo)","16 GB, 2 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy C7 (2017),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c7-2017.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2017, October","Hybrid Dual SIM (Nano-SIM, dual stand-by)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 7.1 (Nougat),"32 GB, 4 GB RAM",1080p@30fps,,
samsung,Samsung Gear Sport,https://cdn2.gsmarena.com/vv/bigpic/samsung-gear-sport1.jpg,No cellular connectivity,N/A,"Available. Released 2017, October",No,"360 x 360 pixels, 1:1 ratio (~424 ppi density)",Tizen-based wearable platform 4.0,"4 GB, 768 MB RAM",,,
samsung,Samsung Galaxy Note8,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-8-sm-n950.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2017, September","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","1440 x 2960 pixels, 18.5:9 ratio (~521 ppi density)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","64/128/256 GB, 6 GB RAM","2160p@30fps, 1080p@60fps, 720p@240fps, HDR, dual-video rec.",,
samsung,Samsung Galaxy S8 Active,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s8-active.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2017, August",Nano-SIM,"1440 x 2960 pixels, 18.5:9 ratio (~568 ppi density)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)","64 GB, 4 GB RAM","2160p@30fps, 1080p@60fps, 720p@240fps, HDR, dual-video rec.",,
samsung,Samsung Galaxy J7 V,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-v-2017.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2017, March",Nano-SIM,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 7.0.1 (Nougat),"16 GB, 2 GB RAM",1080p@30fps,,
samsung,Samsung Galaxy Note FE,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-fe1.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2017, July","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie); One UI","64 GB, 4 GB RAM","2160p@30fps, 1080p@60fps, 720p@240fps, HDR, dual-video rec.",,
samsung,Samsung Galaxy J7 Max,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-max.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2017, June","Dual SIM (Nano-SIM, dual stand-by)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)","32 GB, 4 GB RAM",1080p@30fps,,
