Brand,Model Name,Model Image,Technology,2G bands,Status,SIM,Resolution,OS,Internal,Video,,
i_mate,i-mate JAMA 201,https://cdn2.gsmarena.com/vv/bigpic/imate-jama201.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",Microsoft Windows Mobile 6.0 Professional,"64 MB RAM, 128 MB ROM",Yes,,
i_mate,i-mate JAMA 101,https://cdn2.gsmarena.com/vv/bigpic/imate-jama101.gif,GSM,GSM 900 / 1800 / 1900,Cancelled,Mini-SIM,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",Microsoft Windows Mobile 6.0 Professional,"64 MB RAM, 128 MB ROM",Yes,,
i_mate,i-mate JAMA,https://cdn2.gsmarena.com/vv/bigpic/imate-jama.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",Microsoft Windows Mobile 5.0 PocketPC,"64 MB RAM, 128 MB ROM",Yes,,
i_mate,i-mate Ultimate 9150,https://cdn2.gsmarena.com/vv/bigpic/imate-ultim9150.gif,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Cancelled,Mini-SIM,"640 x 480 pixels, 4:3 ratio (~308 ppi density)",Microsoft Windows Mobile 6.0 Professional,"128 MB RAM, 256 MB ROM",Yes,,
i_mate,i-mate Ultimate 8150,https://cdn2.gsmarena.com/vv/bigpic/imate-ultim8150.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"480 x 640 pixels, 4:3 ratio (~308 ppi density)",Microsoft Windows Mobile 6.0 Professional,"128 MB RAM, 256 MB ROM",Yes,,
i_mate,i-mate Ultimate 7150,https://cdn2.gsmarena.com/vv/bigpic/imate-ultim7150.gif,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Cancelled,Mini-SIM,"640 x 480 pixels, 4:3 ratio (~211 ppi density)",Microsoft Windows Mobile 6.0 Professional,"128 MB RAM, 256 MB ROM",Yes,,
i_mate,i-mate Ultimate 6150,https://cdn2.gsmarena.com/vv/bigpic/imate-ultim6150.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"640 x 480 pixels, 4:3 ratio (~286 ppi density)",Microsoft Windows Mobile 6.0 Professional,"128 MB RAM, 256 MB ROM",Yes,,
i_mate,i-mate Ultimate 5150,https://cdn2.gsmarena.com/vv/bigpic/imate-ultim5150.gif,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Cancelled,Mini-SIM,"640 x 480 pixels, 4:3 ratio (~286 ppi density)",Microsoft Windows Mobile 6.0 Professional,"128 MB RAM, 256 MB ROM",Yes,,
i_mate,i-mate JAQ4,https://cdn2.gsmarena.com/vv/bigpic/imate-jaq4.gif,GSM,GSM 850 / 900 / 1800 / 1900,Cancelled,Mini-SIM,"320 x 240 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 6.0 Professional,"64 MB RAM, 128 MB ROM",Yes,,
i_mate,i-mate PDAL,https://cdn2.gsmarena.com/vv/bigpic/imate-pdal.gif,GSM,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",Microsoft Windows Mobile 5.0 PocketPC,"64 MB RAM, 128 MB ROM",Yes,,
i_mate,i-mate JAQ3,https://cdn2.gsmarena.com/vv/bigpic/imate-jaq3.gif,GSM,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"320 x 240 pixels, 4:3 ratio (~160 ppi density)",Microsoft Windows Mobile 5.0 PocketPC,"64 MB RAM, 128 MB ROM",Yes,,
i_mate,i-mate SPL,https://cdn2.gsmarena.com/vv/bigpic/imate-spl.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 2.2 inches, 4:3 ratio (~182 ppi density)",Microsoft Windows Mobile 5.0 Smartphone,"64 MB RAM, 128 MB ROM",QCIF,,
i_mate,i-mate JAQ,https://cdn2.gsmarena.com/vv/bigpic/imate-jaq.gif,GSM,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"320 x 240 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 5.0 PocketPC,"64 MB RAM, 128 MB ROM",,,
i_mate,i-mate JASJAM,https://cdn2.gsmarena.com/vv/bigpic/imate-jasjam.gif,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 2.8 inches, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 5.0 PocketPC,"64 MB RAM, 128 MB ROM",Yes,,
i_mate,i-mate SPJAS,https://cdn2.gsmarena.com/vv/bigpic/imate-spjas.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 2.2 inches, 4:3 ratio (~182 ppi density)",Microsoft Windows Mobile 5.0 Smartphone,"64 MB RAM, 128 MB ROM",Yes,,
i_mate,i-mate Smartflip,https://cdn2.gsmarena.com/vv/bigpic/imate-smartflip.gif,GSM,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 2.2 inches, 4:3 ratio (~182 ppi density)",Microsoft Windows Mobile 5.0 Smartphone,"64 MB RAM, 64 MB ROM",Yes,,
i_mate,i-mate JAMin,https://cdn2.gsmarena.com/vv/bigpic/imate-jamin.gif,GSM,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 2.8 inches, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 5.0 PocketPC,"64 MB RAM, 128 MB ROM",CIF,,
i_mate,i-mate JASJAR,https://cdn2.gsmarena.com/vv/bigpic/imate-jasjar.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"640 x 480 pixels, 3.6 inches, 4:3 ratio (~222 ppi density)",Microsoft Windows Mobile 5.0 PocketPC,"64 MB RAM, 128 MB ROM",Yes,,
i_mate,i-mate K-JAM,https://cdn2.gsmarena.com/vv/bigpic/imate-k-jam.gif,GSM,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 2.8 inches, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 5.0 PocketPC,"64 MB RAM, 128 MB ROM",Yes,,
i_mate,i-mate SP5,https://cdn2.gsmarena.com/vv/bigpic/imate-sp5.gif,GSM,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 2.2 inches, 4:3 ratio (~182 ppi density)",Microsoft Windows Mobile 5.0 Smartphone,"64 MB RAM, 64 MB ROM",Yes,,
i_mate,i-mate SP5m,https://cdn2.gsmarena.com/vv/bigpic/imate-sp5m.gif,GSM,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 2.2 inches, 4:3 ratio (~182 ppi density)",Microsoft Windows Mobile 5.0 Smartphone,"64 MB RAM, 64 MB ROM",Yes,,
i_mate,i-mate SP4m,https://cdn2.gsmarena.com/vv/bigpic/imate-sp4m.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",Microsoft Windows Mobile 5.0 Smartphone,"64 MB RAM, 64 MB ROM",Yes,,
i_mate,i-mate JAM Black,https://cdn2.gsmarena.com/vv/bigpic/imate-jam_black.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 2.8 inches, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 2003 SE PocketPC,"128 MB RAM, 64 MB ROM",Yes,,
i_mate,i-mate JAM,https://cdn2.gsmarena.com/vv/bigpic/imjam.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 2003 SE PocketPC,64 MB RAM,Yes,,
i_mate,i-mate PDA2,https://cdn2.gsmarena.com/vv/bigpic/imate-pda2.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 3.5 inches, 4:3 ratio (~114 ppi density)",Microsoft Windows Mobile 2003 SE PocketPC,"128 MB RAM, 64 MB ROM",Yes,,
i_mate,i-mate PDA2k,https://cdn2.gsmarena.com/vv/bigpic/impda2k.gif,GSM,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 3.5 inches, 4:3 ratio (~114 ppi density)",Microsoft Windows Mobile 2003 SE PocketPC,"128 MB RAM, 64 MB ROM",Yes,,
i_mate,i-mate SP3i,https://cdn2.gsmarena.com/vv/bigpic/imsp3i.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"176 x 220 pixels, 2.2 inches (~128 ppi density)",Microsoft Windows Mobile 2003 SE Smartphone,"32 MB RAM, 64 MB ROM",Yes,,
i_mate,i-mate SP3,https://cdn2.gsmarena.com/vv/bigpic/imsp3.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"176 x 220 pixels, 2.2 inches (~128 ppi density)",Microsoft Windows Mobile 2003 SE Smartphone,"32 MB RAM, 64 MB ROM",Yes,,
i_mate,i-mate Pocket PC,https://cdn2.gsmarena.com/vv/bigpic/impocket.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~114 ppi density)",Microsoft Windows Mobile 2003 PocketPC,64 MB RAM (128 MB optional),Yes,,
i_mate,i-mate Smartphone2,https://cdn2.gsmarena.com/vv/bigpic/imsmart2.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"176 x 220 pixels, 2.2 inches (~128 ppi density)",Microsoft Smartphone 2003 OS,"32 MB RAM, 64 MB ROM",No,,
i_mate,i-mate Smartphone,https://cdn2.gsmarena.com/vv/bigpic/imsmart.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~128 ppi density),Microsoft Windows Mobile Smartphone,"16 MB RAM, 32 MB ROM",,,
i_mobile,i-mobile i858,https://cdn2.gsmarena.com/vv/bigpic/i858.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 2.0 (Donut),,Yes,,
i_mobile,i-mobile 8500,https://cdn2.gsmarena.com/vv/bigpic/8500.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android OS,"256 MB, 128 MB RAM",Yes,,
i_mobile,i-mobile 5230,https://cdn2.gsmarena.com/vv/bigpic/5230.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1,Discontinued,Dual SIM (Mini-SIM),"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,48 MB,176x144@15fps,,
i_mobile,i-mobile Hitz 2206,https://cdn2.gsmarena.com/vv/bigpic/imobile-hitz-2206.jpg,GSM,GSM 900 / 1800 - SIM 1,Discontinued,Dual SIM (Mini-SIM),220 x 176 pixels,,,No,,
i_mobile,i-mobile 5220,https://cdn2.gsmarena.com/vv/bigpic/5220.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,Yes,,
i_mobile,i-mobile TV658 Touch&Move,,https://cdn2.gsmarena.com/vv/bigpic/imobile-hitz658.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Dual SIM (Mini-SIM),"240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,Yes,
i_mobile,i-mobile Hitz 212,https://cdn2.gsmarena.com/vv/bigpic/imobile-hitz212.jpg,GSM,GSM 900 / 1800,Discontinued,Dual SIM (Mini-SIM),128 x 160 pixels (~116 ppi density),,,No,,
i_mobile,i-mobile Hitz 210,https://cdn2.gsmarena.com/vv/bigpic/imobile-hitz210.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Dual SIM (Mini-SIM),128 x 160 pixels (~114 ppi density),,,No,,
i_mobile,i-mobile TV650 Touch,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-tv650-touch.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Dual SIM (Mini-SIM),"240 x 320 pixels, 4:3 ratio (~133 ppi density)",,,Yes,,
i_mobile,i-mobile TV550 Touch,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-tv550-touch.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Dual SIM (Mini-SIM),"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,Yes,,
i_mobile,i-mobile TV 630,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-630.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Dual SIM (Mini-SIM),"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,480p,,
i_mobile,i-mobile TV 628,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-628.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Dual SIM (Mini-SIM),"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,10 MB,Yes,,
i_mobile,i-mobile TV 620,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-620.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Dual SIM (Mini-SIM),"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,14 MB,Yes,,
i_mobile,i-mobile TV 536,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-536.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Dual SIM (Mini-SIM),"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,Yes,,
i_mobile,i-mobile 638CG,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-638cg.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Dual SIM (Mini-SIM),"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,25 MB,Yes,,
i_mobile,i-mobile Hitz 232CG,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-232cg.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~141 ppi density),,,No,,
i_mobile,i-mobile TV 535,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-535.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Dual SIM (Mini-SIM),"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,Yes,,
i_mobile,i-mobile 627,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-627.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,63 MB,Yes,,
i_mobile,i-mobile TV 533,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-533.jpg,GSM,GSM 900 / 1800,Discontinued,"Dual SIM (Mini-SIM, dual stand-by)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,Yes,,
i_mobile,i-mobile TV 530,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-530.jpg,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,Yes,,
i_mobile,i-mobile TV 523,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-523.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,Yes,,
i_mobile,i-mobile 522,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-522.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Dual SIM (Mini-SIM),"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,120 MB,No,,
i_mobile,i-mobile 320,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-320.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,Yes,,
i_mobile,i-mobile 319,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-319.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels (~123 ppi density),,50 MB,Yes,,
i_mobile,i-mobile TV 626,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-626.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,87 MB,Yes,,
i_mobile,i-mobile 902,https://cdn2.gsmarena.com/vv/bigpic/imobile-902.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,128 MB,480p,,
i_mobile,i-mobile 625,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-625.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,60 MB,Yes,,
i_mobile,i-mobile 903,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-903.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,64 MB,Yes,,
i_mobile,i-mobile 613,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-613.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,87 MB,Yes,,
i_mobile,i-mobile 520,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-520.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~160 ppi density),,56 MB,Yes,,
i_mobile,i-mobile 518,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-518.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,88 MB,Yes,,
i_mobile,i-mobile 510,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-510.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels,,64 MB,Yes,,
i_mobile,i-mobile 318,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-318.jpg,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,176 x 220 pixels (~157 ppi density),,120 MB,Yes,,
i_mobile,i-mobile 315,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-315.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,No,,
i_mobile,i-mobile 202,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-202.jpg,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels (~114 ppi density),,,No,,
i_mobile,i-mobile 201,https://cdn2.gsmarena.com/vv/bigpic/i-mobile-201.jpg,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,Yes,,
i_mobile,i-mobile 101,https://cdn2.gsmarena.com/vv/bigpic/i-mobile.jpg,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,
icemobile,Icemobile G8 LTE,https://cdn2.gsmarena.com/vv/bigpic/icemobile-g8-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2017, July",Micro-SIM,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 5.1 (Lollipop),,Yes,,
icemobile,Icemobile Mash,https://cdn2.gsmarena.com/vv/bigpic/icemobile-mash.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2016, March",Dual SIM,"320 x 240 pixels, 4:3 ratio (~182 ppi density)",,"32 MB, 32 MB RAM",No,,
icemobile,Icemobile G8,https://cdn2.gsmarena.com/vv/bigpic/icemobile-g8.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,"Available. Released 2015, September",Micro-SIM,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 4.4.2 (KitKat),,Yes,,
icemobile,Icemobile Prime 5.0 Plus,https://cdn2.gsmarena.com/vv/bigpic/icemobile-prime-5-plus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2015, February",Dual SIM,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4.2 (KitKat),"8 GB, 1 GB RAM",Yes,,
icemobile,Icemobile Prime 5.0,https://cdn2.gsmarena.com/vv/bigpic/icemobile-prime-5.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2015, February",Dual SIM,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 4.4.2 (KitKat),"4 GB, 512 MB RAM",Yes,,
icemobile,Icemobile Prime 4.0 Plus,https://cdn2.gsmarena.com/vv/bigpic/icemobile-prime-4-plus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2015, February",Dual SIM,"480 x 800 pixels, 5:3 ratio",Android 4.4.2 (KitKat),"4 GB, 512 MB RAM",Yes,,
icemobile,Icemobile Gravity 4.0,https://cdn2.gsmarena.com/vv/bigpic/icemobile-gravity-40.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2014, November",Micro-SIM,"480 x 854 pixels, 16:9 ratio (~244 ppi density)",Android 4.4.2 (KitKat),"8 GB, 1 GB RAM",Yes,,
icemobile,Icemobile Rock 2.4,https://cdn2.gsmarena.com/vv/bigpic/icemobile-rock-24.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Available. Released 2014,Dual SIM (Mini-SIM),176 x 220 pixels (~117 ppi density),,32 MB + 32 MB,Yes,,
icemobile,Icemobile Prime 5.5,https://cdn2.gsmarena.com/vv/bigpic/icemobile-prime-55.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Discontinued,Dual SIM,"720 x 1280 pixels, 16:9 ratio (~269 ppi density)",Android 4.4.2 (KitKat),"16 GB, 1 GB RAM",Yes,,
icemobile,Icemobile Prime 3.5,https://cdn2.gsmarena.com/vv/bigpic/icemobile-prime-35.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2014, July",Dual SIM,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.2.2 (Jelly Bean),"4 GB, 512 MB RAM",480p@30fps,,
icemobile,Icemobile Prime 4.0,https://cdn2.gsmarena.com/vv/bigpic/icemobile-prime-4.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2014, May",Dual SIM (Mini-SIM),"480 x 800 pixels, 5:3 ratio (~235 ppi density)",Android 4.2.2 (Jelly Bean),"4 GB, 512 MB RAM",Yes,,
icemobile,Icemobile Apollo Touch 3G,https://cdn2.gsmarena.com/vv/bigpic/icemobile-apollo-touch-3g.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2014, February",Dual SIM (Mini-SIM),"320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.0 (Ice Cream Sandwich),"512 MB, 512 MB RAM",Yes,,
icemobile,Icemobile Apollo 3G,https://cdn2.gsmarena.com/vv/bigpic/apollo-3g.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2014, February",Dual SIM (Mini-SIM),"480 x 320 pixels, 3:2 ratio (~222 ppi density)",Android 4.2.2 (Jelly Bean),"512 MB, 512 MB RAM",Yes,,
icemobile,Icemobile G7 Pro,https://cdn2.gsmarena.com/vv/bigpic/icemobile-g7-pro.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Available. Released 2014,Micro-SIM,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 4.2.2 (Jelly Bean),"4 GB, 512 MB RAM",Yes,,
icemobile,Icemobile G3,https://cdn2.gsmarena.com/vv/bigpic/icemobile-g3.jpg,No cellular connectivity,N/A,Available. Released 2014,No,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 4.2.2 (Jelly Bean),"4 GB, 512 MB RAM",Yes,,
icemobile,Icemobile Prime 4.5,https://cdn2.gsmarena.com/vv/bigpic/icemobile-prime-45.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2014, January",Dual SIM,"540 x 960 pixels, 16:9 ratio (~247 ppi density)",Android 4.2.2 (Jelly Bean),"4 GB, 512 MB RAM",Yes,,
icemobile,Icemobile Charm II,https://cdn2.gsmarena.com/vv/bigpic/icemobile-charm2.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2014, January",Dual SIM,220 x 176 pixels (~141 ppi density),,,Yes,,
icemobile,Icemobile G10,https://cdn2.gsmarena.com/vv/bigpic/icemobile-g10.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,"Available. Released 2014, January",Micro-SIM,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Android 4.2 (Jelly Bean),,Yes,,
icemobile,Icemobile Gravity Pro,https://cdn2.gsmarena.com/vv/bigpic/icemobile-gravity-pro.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Discontinued,Yes,"480 x 854 pixels, 16:9 ratio (~244 ppi density)",Android 4.0 (Ice Cream Sandwich),"4 GB, 1 GB RAM",Yes,,
icemobile,Icemobile Sol III,https://cdn2.gsmarena.com/vv/bigpic/icemobile-sol-3.jpg,GSM,GSM 850 / 1900 - SIM 1 & SIM 2,Discontinued,"Dual SIM (Mini-SIM, dual stand-by)","320 x 480 pixels, 3:2 ratio (~144 ppi density)",,,,,
icemobile,Icemobile Hydro,https://cdn2.gsmarena.com/vv/bigpic/icemobile-hydro.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Discontinued,Yes,144 x 176 pixels (~114 ppi density),,,Yes,,
icemobile,Icemobile Rock Bold,https://cdn2.gsmarena.com/vv/bigpic/icemobile-rock-bold.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Discontinued,Dual SIM (Mini-SIM),128 x 160 pixels (~114 ppi density),,,Yes,,
icemobile,Icemobile G2,https://cdn2.gsmarena.com/vv/bigpic/icemobile-g2.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Discontinued,Yes,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android OS,,Yes,,
icemobile,Icemobile Gprime Extreme,https://cdn2.gsmarena.com/vv/bigpic/icemobile-gprime-extreme.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Discontinued,Dual SIM (Mini-SIM),"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.2.1 (Jelly Bean),,Yes,,
icemobile,Icemobile G7,https://cdn2.gsmarena.com/vv/bigpic/icemobile-g7.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Yes,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android OS,,Yes,,
icemobile,Icemobile G5,https://cdn2.gsmarena.com/vv/bigpic/icemobile-g51.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"600 x 1024 pixels, 16:9 ratio",Android 4.0 (Ice Cream Sandwich),,Yes,,
